,Name,Price,Kms_driven,Fuel_type,Year,Company
1011,Hyundai Elite i20,534499,26226, Petrol ,2018,Hyundai
1012,Maruti Suzuki Baleno,681399,43287, Petrol ,2016,Maruti
1013,Datsun Redi GO,415699,26527, Petrol ,2018,Datsun
1014,Maruti Suzuki Alto,300199,37801, Petrol ,2017,Maruti
1015,Maruti Suzuki Vitara,856699,54044, Diesel ,2017,Maruti
1016,Ford Figo Aspire,481399,29632, Petrol ,2017,Ford
1017,Mahindra Xylo D2,375000,115000, Diesel,2009,Mahindra
1018,Maruti Suzuki Eeco,525000,13000, Petrol,2020,Maruti
1019,Maruti Suzuki Swift,550000,42000, Diesel,2018,Maruti
1020,Hyundai i10 Magna,229000,65000, Petrol ,2014,Hyundai
1021,Maruti Suzuki Alto,275000,60000, Petrol,2014,Maruti
1022,Jeep Compass Limited,1750000,31000, Diesel ,2017,Jeep
1023,Jeep Compass Limited,1750000,31000, Diesel ,2017,Jeep
1024,Jeep Compass Limited,1750000,31000, Diesel ,2017,Jeep
